Date,Price,Max,Min,AvgPrice,chg,Volume,TurnoverBEST,TurnoverTotal
2025-01-17,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-16,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-15,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-14,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-13,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-10,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-09,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-08,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-03,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2025-01-02,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-30,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-27,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-26,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-25,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-24,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-23,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-20,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-19,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-18,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-17,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-16,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-13,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-12,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-11,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-10,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-06,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-05,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-04,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-03,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-12-02,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-29,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-28,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-27,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-26,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-25,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-22,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-21,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-20,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-19,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-18,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-15,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-14,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-13,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-12,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-11,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-08,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-07,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-06,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-05,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-04,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-11-01,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-31,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-30,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-29,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-28,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-25,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-24,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-22,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-21,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-18,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-17,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-16,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-15,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-14,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-10,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-09,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-08,7838.0,0.0,0.0,7838.0,0.00,0,0,0
2024-10-07,7838.0,0.0,0.0,7838.0,0.00,0,0,0
