Date,Price,Max,Min,AvgPrice,chg,Volume,TurnoverBEST,TurnoverTotal
2025-01-17,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-16,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-15,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-14,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-13,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-10,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-09,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-08,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-03,615.0,0.0,0.0,615.0,0.00,0,0,0
2025-01-02,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-30,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-27,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-26,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-25,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-24,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-23,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-20,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-19,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-18,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-17,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-16,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-13,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-12,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-11,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-10,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-06,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-05,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-04,615.0,0.0,0.0,615.0,0.00,0,0,0
2024-12-03,615.0,0.0,0.0,615.0,0.00,0,0,0
