Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
2024-11-08,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-11-07,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-11-06,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-11-05,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-11-04,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-11-01,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-31,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-30,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-29,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-28,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-25,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-24,"3.700,00","3.700,00","3.700,00","3.700,00",0.0,19,"70,300","70,300"
2024-10-22,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-21,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-18,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-17,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-16,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-15,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-14,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-10,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-09,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-08,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-07,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-04,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-10-03,"3.700,00","3.700,00","3.700,00","3.700,00",-1.97,166,"614,200","614,200"
2024-10-02,"3.900,00",",",",","3.774,50",0.0,0,0,0
2024-10-01,"3.900,00",",",",","3.774,50",0.0,0,0,0
2024-09-30,"3.900,00",",",",","3.774,50",0.0,0,0,0
2024-09-27,"3.900,00",",",",","3.774,50",0.0,0,0,0
2024-09-26,"3.900,00","3.900,00","3.699,00","3.774,50",2.12,40,"150,980","150,980"
2024-09-25,"3.699,00","3.699,00","3.695,00","3.696,18",-0.01,197,"728,148","728,148"
2024-09-24,"3.699,00","3.699,00","3.690,00","3.696,66",-0.06,50,"184,833","184,833"
2024-09-23,"3.699,00",",",",","3.699,00",0.0,0,0,0
2024-09-20,"3.699,00",",",",","3.699,00",0.0,0,0,0
2024-09-19,"3.699,00",",",",","3.699,00",0.0,0,0,0
2024-09-18,"3.699,00","3.699,00","3.699,00","3.699,00",-0.03,119,"440,181","440,181"
2024-09-17,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-09-16,"3.700,00","3.700,00","3.700,00","3.700,00",-0.05,24,"88,800","88,800"
2024-09-13,"3.702,00","3.702,00","3.702,00","3.702,00",0.05,19,"70,338","70,338"
2024-09-12,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-09-11,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-09-10,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-09-06,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-09-05,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-09-04,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-09-03,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-09-02,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-30,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-29,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-27,"3.700,00","3.700,00","3.700,00","3.700,00",0.0,146,"540,200","540,200"
2024-08-26,"3.700,00","3.700,00","3.700,00","3.700,00",0.0,110,"407,000","407,000"
2024-08-23,"3.700,00","3.700,00","3.700,00","3.700,00",0.0,10,"37,000","37,000"
2024-08-22,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-21,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-20,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-19,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-16,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-15,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-14,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-13,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-12,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-09,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-08,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-07,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-06,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-05,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-08-01,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-07-31,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-07-30,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-07-29,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-07-26,"3.700,00","3.700,00","3.700,00","3.700,00",0.0,46,"170,200","170,200"
2024-07-25,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-07-24,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-07-23,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-07-22,"3.700,00",",",",","3.700,00",0.0,0,0,0
2024-07-19,"3.700,00","3.700,00","3.700,00","3.700,00",-2.63,166,"614,200","614,200"
2024-07-18,"3.800,00",",",",","3.800,00",0.0,0,0,0
2024-07-17,"3.800,00",",",",","3.800,00",0.0,0,0,0
2024-07-16,"3.800,00",",",",","3.800,00",0.0,0,0,0
2024-07-15,"3.800,00",",",",","3.800,00",0.0,0,0,0
2024-07-12,"3.800,00",",",",","3.800,00",0.0,0,0,0
2024-07-11,"3.800,00","3.800,00","3.800,00","3.800,00",0.0,155,"589,000","589,000"
2024-07-10,"3.800,00","3.800,00","3.800,00","3.800,00",0.53,100,"380,000","380,000"
2024-07-09,"3.780,00",",",",","3.780,00",0.0,0,0,0
2024-07-08,"3.780,00",",",",","3.780,00",0.0,0,0,0
2024-07-05,"3.780,00",",",",","3.780,00",0.0,0,0,0
2024-07-04,"3.780,00","3.780,00","3.780,00","3.780,00",5.0,30,"113,400","113,400"
2024-07-03,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-07-02,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-07-01,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-06-28,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-06-27,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-06-26,"3.600,00",",",",","3.600,00",0.0,0,0,0
2024-06-25,"3.600,00","3.600,00","3.600,00","3.600,00",-0.03,16,"57,600","57,600"
2024-06-24,"3.601,00",",",",","3.601,00",0.0,0,0,0
2024-06-20,"3.601,00",",",",","3.601,00",0.0,0,0,0
2024-06-19,"3.601,00",",",",","3.601,00",0.0,0,0,0
2024-06-18,"3.601,00",",",",","3.601,00",0.0,0,0,0
2024-06-17,"3.601,00",",",",","3.601,00",0.0,0,0,0
2024-06-14,"3.601,00","3.601,00","3.601,00","3.601,00",-5.29,19,"68,419","68,419"
2024-06-13,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-06-12,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-06-11,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-06-10,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-06-07,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-06-06,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-06-05,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-06-04,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-06-03,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-31,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-30,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-29,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-28,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-27,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-23,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-22,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-21,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-20,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-17,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-16,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-15,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-14,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-13,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-10,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-09,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-07,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-05-02,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-30,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-29,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-26,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-25,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-23,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-22,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-19,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-18,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-17,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-16,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-15,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-12,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-11,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-09,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-08,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-05,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-04,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-03,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-02,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-04-01,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-03-29,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-03-28,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-03-27,"3.802,00",",",",","3.802,00",0.0,0,0,0
2024-03-26,"3.802,00","3.802,00","3.802,00","3.802,00",-11.56,8,"30,416","30,416"
2024-03-25,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-22,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-21,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-20,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-19,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-18,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-15,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-14,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-13,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-12,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-11,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-08,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-07,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-06,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-05,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-04,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-03-01,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-02-29,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-02-28,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-02-27,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-02-26,"4.299,00",",",",","4.299,00",0.0,0,0,0
2024-02-23,"4.299,00","4.299,00","4.299,00","4.299,00",7.48,8,"34,392","34,392"
2024-02-22,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-21,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-20,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-19,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-16,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-15,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-14,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-13,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-12,"4.000,00",",",",","4.000,00",0.0,0,0,0
2024-02-09,"4.000,00","4.000,00","4.000,00","4.000,00",14.29,15,"60,000","60,000"
2024-02-08,"3.500,00","3.500,00","3.500,00","3.500,00",0.0,36,"126,000","126,000"
2024-02-07,"3.500,00","3.500,00","3.500,00","3.500,00",27.27,10,"35,000","35,000"
2024-02-06,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-02-05,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-02-02,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-02-01,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-31,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-30,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-29,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-26,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-25,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-24,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-23,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-22,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-18,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-17,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-16,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-15,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-12,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-11,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-10,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-09,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-05,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-04,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-03,"2.750,00",",",",","2.750,00",0.0,0,0,0
2024-01-02,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-28,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-27,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-26,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-25,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-22,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-21,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-20,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-19,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-18,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-15,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-14,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-13,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-12,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-11,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-07,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-06,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-05,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-04,"2.750,00",",",",","2.750,00",0.0,0,0,0
2023-12-01,"2.750,00","2.750,00","2.750,00","2.750,00",1.25,8,"22,000","22,000"
2023-11-30,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-29,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-28,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-27,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-24,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-23,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-22,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-21,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-20,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-17,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-16,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-15,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-14,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-13,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-10,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-09,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-08,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-07,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-06,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-03,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-02,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-11-01,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-31,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-30,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-27,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-26,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-25,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-24,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-20,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-19,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-18,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-17,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-16,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-13,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-12,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-10,"2.716,00",",",",","2.716,00",0.0,0,0,0
2023-10-09,"2.716,00",",",",","2.716,00",0.0,0,0,0
