Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
2024-11-08,"23.299,00","23.400,00","23.010,00","23.193,84",0.85,64,"1,484,406","1,484,406"
2024-11-07,"23.000,00","23.000,00","22.990,00","22.997,62",2.28,130,"2,989,691","2,989,691"
2024-11-06,"22.500,00","22.502,00","22.301,00","22.484,06",0.83,187,"4,204,519","4,204,519"
2024-11-05,"22.300,00","22.300,00","22.298,00","22.299,74",0.03,"3,434","76,577,300","76,577,300"
2024-11-04,"22.300,00","22.300,00","22.250,00","22.293,98",-0.1,408,"9,095,944","9,095,944"
2024-11-01,"22.300,00","22.351,00","22.300,00","22.316,35",0.11,712,"15,889,243","26,615,543"
2024-10-31,"22.250,00","22.310,00","22.250,00","22.291,33",0.19,218,"4,859,510","4,859,510"
2024-10-30,"22.250,00","22.250,00","22.250,00","22.250,00",-0.01,86,"1,913,500","1,913,500"
2024-10-29,"22.200,00","22.260,00","22.200,00","22.252,00",-0.07,125,"2,781,500","2,781,500"
2024-10-28,"22.300,00","22.350,00","22.250,00","22.266,81",0.18,111,"2,471,616","2,471,616"
2024-10-25,"22.200,00","22.251,00","22.200,00","22.225,74",-0.08,339,"7,534,525","7,534,525"
2024-10-24,"22.250,00","22.251,00","22.200,00","22.243,51",-0.2,359,"7,985,420","7,985,420"
2024-10-22,"22.250,00","22.500,00","22.200,00","22.288,64",0.06,78,"1,738,514","1,738,514"
2024-10-21,"22.250,00","22.300,00","22.200,00","22.274,43",0.09,298,"6,637,780","6,637,780"
2024-10-18,"22.250,00","22.300,00","22.249,00","22.254,15",0.04,222,"4,940,421","4,940,421"
2024-10-17,"22.250,00","22.296,00","22.160,00","22.246,02",0.47,317,"7,051,987","7,051,987"
2024-10-16,"22.295,00","22.295,00","22.100,00","22.140,92",-0.45,74,"1,638,428","1,638,428"
2024-10-15,"22.101,00","22.300,00","22.100,00","22.240,91",-0.27,92,"2,046,164","2,046,164"
2024-10-14,"22.300,00","22.350,00","22.300,00","22.301,63",-0.21,195,"4,348,818","4,348,818"
2024-10-10,"22.350,00","22.400,00","22.300,00","22.347,50",0.27,177,"3,955,508","3,955,508"
2024-10-09,"22.300,00","22.300,00","22.250,00","22.286,23",0.15,61,"1,359,460","1,359,460"
2024-10-08,"22.300,00","22.300,00","22.155,00","22.251,97",0.21,77,"1,713,402","1,713,402"
2024-10-07,"22.150,00","22.250,00","22.150,00","22.204,41",-0.17,78,"1,731,944","1,731,944"
2024-10-04,"22.201,00","22.250,00","22.201,00","22.242,51",-0.12,72,"1,601,461","1,601,461"
2024-10-03,"22.250,00","22.300,00","22.250,00","22.269,75",-0.12,119,"2,650,100","2,650,100"
2024-10-02,"22.300,00","22.350,00","22.250,00","22.296,09",0.01,225,"5,016,620","5,016,620"
2024-10-01,"22.250,00","22.300,00","22.250,00","22.294,28",-0.03,128,"2,853,668","2,853,668"
2024-09-30,"22.300,00","22.303,00","22.300,00","22.300,96",0.0,253,"5,642,142","5,642,142"
2024-09-27,"22.300,00","22.301,00","22.300,00","22.300,39",0.04,77,"1,717,130","1,717,130"
2024-09-26,"22.300,00","22.300,00","22.250,00","22.291,80",0.12,61,"1,359,800","1,359,800"
2024-09-25,"22.222,00","22.300,00","22.222,00","22.264,43",-0.15,37,"823,784","823,784"
2024-09-24,"22.300,00","22.300,00","22.250,00","22.298,10",0.01,30,"668,943","668,943"
2024-09-23,"22.299,00","22.300,00","22.200,00","22.295,52",0.35,84,"1,872,824","1,872,824"
2024-09-20,"22.200,00","22.300,00","22.150,00","22.217,21",0.32,61,"1,355,250","1,355,250"
2024-09-19,"22.150,00","22.300,00","22.100,00","22.146,50",-0.73,760,"16,831,341","16,831,341"
2024-09-18,"22.310,00","22.350,00","22.300,00","22.309,76",0.5,123,"2,744,100","2,744,100"
2024-09-17,"22.200,00","22.200,00","22.198,00","22.198,93",0.89,162,"3,596,227","3,596,227"
2024-09-16,"22.004,00","22.004,00","22.000,00","22.002,37",-1.2,57,"1,254,135","1,254,135"
2024-09-13,"22.399,00","22.700,00","22.151,00","22.269,03",0.64,471,"10,488,714","10,488,714"
2024-09-12,"22.002,00","22.150,00","22.002,00","22.126,76",0.58,184,"4,071,324","4,071,324"
2024-09-11,"22.100,00","22.100,00","21.900,00","21.999,92",0.03,211,"4,641,983","4,641,983"
2024-09-10,"22.000,00","22.000,00","21.963,00","21.992,51",0.14,364,"8,005,275","8,005,275"
