Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
2024-11-08,"15,00",",",",","15,00",0.0,0,0,0
2024-11-07,"15,00",",",",","15,00",0.0,0,0,0
2024-11-06,"15,00",",",",","15,00",0.0,0,0,0
2024-11-05,"15,00",",",",","15,00",0.0,0,0,0
2024-11-04,"15,00",",",",","15,00",0.0,0,0,0
2024-11-01,"15,00",",",",","15,00",0.0,0,0,0
2024-10-31,"15,00",",",",","15,00",0.0,0,0,0
2024-10-30,"15,00",",",",","15,00",0.0,0,0,0
2024-10-29,"15,00",",",",","15,00",0.0,0,0,0
2024-10-28,"15,00",",",",","15,00",0.0,0,0,0
2024-10-25,"15,00",",",",","15,00",0.0,0,0,0
2024-10-24,"15,00",",",",","15,00",0.0,0,0,0
2024-10-22,"15,00",",",",","15,00",0.0,0,0,0
2024-10-21,"15,00",",",",","15,00",0.0,0,0,0
2024-10-18,"15,00",",",",","15,00",0.0,0,0,0
2024-10-17,"15,00",",",",","15,00",0.0,0,0,0
2024-10-16,"15,00",",",",","15,00",0.0,0,0,0
2024-10-15,"15,00",",",",","15,00",0.0,0,0,0
2024-10-14,"15,00",",",",","15,00",0.0,0,0,0
2024-10-10,"15,00",",",",","15,00",0.0,0,0,0
2024-10-09,"15,00",",",",","15,00",0.0,0,0,0
2024-10-08,"15,00",",",",","15,00",0.0,0,0,0
2024-10-07,"15,00",",",",","15,00",0.0,0,0,0
2024-10-04,"15,00",",",",","15,00",0.0,0,0,0
2024-10-03,"15,00",",",",","15,00",0.0,0,0,0
2024-10-02,"15,00",",",",","15,00",0.0,0,0,0
2024-10-01,"15,00",",",",","15,00",0.0,0,0,0
2024-09-30,"15,00",",",",","15,00",0.0,0,0,0
2024-09-27,"15,00",",",",","15,00",0.0,0,0,0
2024-09-26,"15,00",",",",","15,00",0.0,0,0,0
2024-09-25,"15,00",",",",","15,00",0.0,0,0,0
2024-09-24,"15,00",",",",","15,00",0.0,0,0,0
2024-09-23,"15,00",",",",","15,00",0.0,0,0,0
2024-09-20,"15,00",",",",","15,00",0.0,0,0,0
2024-09-19,"15,00",",",",","15,00",0.0,0,0,0
2024-09-18,"15,00",",",",","15,00",0.0,0,0,0
2024-09-17,"15,00",",",",","15,00",0.0,0,0,0
2024-09-16,"15,00",",",",","15,00",0.0,0,0,0
2024-09-13,"15,00",",",",","15,00",0.0,0,0,0
2024-09-12,"15,00",",",",","15,00",0.0,0,0,0
2024-09-11,"15,00",",",",","15,00",0.0,0,0,0
2024-09-10,"15,00",",",",","15,00",0.0,0,0,0
2024-09-06,"15,00",",",",","15,00",0.0,0,0,0
2024-09-05,"15,00",",",",","15,00",0.0,0,0,0
2024-09-04,"15,00",",",",","15,00",0.0,0,0,0
2024-09-03,"15,00",",",",","15,00",0.0,0,0,0
2024-09-02,"15,00",",",",","15,00",0.0,0,0,0
2024-08-30,"15,00",",",",","15,00",0.0,0,0,0
2024-08-29,"15,00",",",",","15,00",0.0,0,0,0
2024-08-27,"15,00",",",",","15,00",0.0,0,0,0
2024-08-26,"15,00",",",",","15,00",0.0,0,0,0
2024-08-23,"15,00",",",",","15,00",0.0,0,0,0
2024-08-22,"15,00",",",",","15,00",0.0,0,0,0
2024-08-21,"15,00",",",",","15,00",0.0,0,0,0
2024-08-20,"15,00",",",",","15,00",0.0,0,0,0
2024-08-19,"15,00",",",",","15,00",0.0,0,0,0
2024-08-16,"15,00",",",",","15,00",0.0,0,0,0
2024-08-15,"15,00",",",",","15,00",0.0,0,0,0
2024-08-14,"15,00",",",",","15,00",0.0,0,0,0
2024-08-13,"15,00",",",",","15,00",0.0,0,0,0
2024-08-12,"15,00",",",",","15,00",0.0,0,0,0
2024-08-09,"15,00",",",",","15,00",0.0,0,0,0
2024-08-08,"15,00",",",",","15,00",0.0,0,0,0
2024-08-07,"15,00",",",",","15,00",0.0,0,0,0
2024-08-06,"15,00",",",",","15,00",0.0,0,0,0
2024-08-05,"15,00",",",",","15,00",0.0,0,0,0
2024-08-01,"15,00",",",",","15,00",0.0,0,0,0
2024-07-31,"15,00",",",",","15,00",0.0,0,0,0
2024-07-30,"15,00",",",",","15,00",0.0,0,0,0
2024-07-29,"15,00",",",",","15,00",0.0,0,0,0
2024-07-26,"15,00",",",",","15,00",0.0,0,0,0
2024-07-25,"15,00",",",",","15,00",0.0,0,0,0
2024-07-24,"15,00",",",",","15,00",0.0,0,0,0
2024-07-23,"15,00",",",",","15,00",0.0,0,0,0
